status,message,id,terrestrial_date,ls,season,min_temp,max_temp,pressure,pressure_string,abs_humidity,wind_speed,atmo_opacity,sunrise,sunset,local_uv_irradiance_index,min_gts_temp,max_gts_temp,wind_direction,sol,unitOfMeasure,TZ_Data
404,Sol not found,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
200,NaN,1.00,2012-08-07T00:00:00.000Z,150.00,Month 6,NaN,NaN,NaN,Lower,NaN,NaN,Sunny,05:30,17:22,NaN,NaN,NaN,NaN,1.00,Celsius,America/Port_of_Spain
404,Sol not found,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
404,Sol not found,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
404,Sol not found,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
404,Sol not found,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
404,Sol not found,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
404,Sol not found,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
404,Sol not found,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
200,NaN,1129.00,2015-12-17T00:00:00.000Z,82.00,Month 3,-86.00,-27.00,871.00,Higher,NaN,NaN,Sunny,05:56,17:38,Moderate,-86.00,-7.00,NaN,1196.00,Celsius,America/Port_of_Spain
200,NaN,1127.00,2015-12-18T00:00:00.000Z,83.00,Month 3,-85.00,-26.00,869.00,Higher,NaN,NaN,Sunny,05:56,17:38,Moderate,-88.00,-13.00,NaN,1197.00,Celsius,America/Port_of_Spain
200,NaN,1128.00,2015-12-20T00:00:00.000Z,83.00,Month 3,-86.00,-23.00,868.00,Higher,NaN,NaN,Sunny,05:55,17:38,Moderate,-89.00,-13.00,NaN,1198.00,Celsius,America/Port_of_Spain
200,NaN,1130.00,2015-12-21T00:00:00.000Z,84.00,Month 3,-86.00,-29.00,868.00,Higher,NaN,NaN,Sunny,05:55,17:38,Moderate,-88.00,-14.00,NaN,1199.00,Celsius,America/Port_of_Spain
200,NaN,1131.00,2015-12-22T00:00:00.000Z,84.00,Month 3,-84.00,-27.00,866.00,Higher,NaN,NaN,Sunny,05:55,17:38,Moderate,-88.00,-12.00,NaN,1200.00,Celsius,America/Port_of_Spain
200,NaN,1132.00,2015-12-23T00:00:00.000Z,84.00,Month 3,-85.00,-29.00,866.00,Higher,NaN,NaN,Sunny,05:55,17:37,Moderate,-88.00,-13.00,NaN,1201.00,Celsius,America/Port_of_Spain
200,NaN,1133.00,2015-12-24T00:00:00.000Z,85.00,Month 3,-85.00,-22.00,864.00,Higher,NaN,NaN,Sunny,05:55,17:37,Moderate,-87.00,-12.00,NaN,1202.00,Celsius,America/Port_of_Spain
200,NaN,1136.00,2015-12-25T00:00:00.000Z,85.00,Month 3,-85.00,-23.00,863.00,Higher,NaN,NaN,Sunny,05:55,17:37,Moderate,-87.00,-13.00,NaN,1203.00,Celsius,America/Port_of_Spain
200,NaN,1135.00,2015-12-26T00:00:00.000Z,86.00,Month 3,-84.00,-25.00,862.00,Higher,NaN,NaN,Sunny,05:55,17:37,Moderate,-87.00,-12.00,NaN,1204.00,Celsius,America/Port_of_Spain
200,NaN,1134.00,2015-12-27T00:00:00.000Z,86.00,Month 3,-86.00,-26.00,861.00,Higher,NaN,NaN,Sunny,05:54,17:37,Moderate,-88.00,-13.00,NaN,1205.00,Celsius,America/Port_of_Spain
200,NaN,1137.00,2015-12-28T00:00:00.000Z,87.00,Month 3,-85.00,-24.00,859.00,Higher,NaN,NaN,Sunny,05:54,17:37,Moderate,-87.00,-13.00,NaN,1206.00,Celsius,America/Port_of_Spain
200,NaN,1138.00,2015-12-29T00:00:00.000Z,87.00,Month 3,-85.00,-25.00,858.00,Higher,NaN,NaN,Sunny,05:54,17:36,Moderate,-88.00,-13.00,NaN,1207.00,Celsius,America/Port_of_Spain
200,NaN,1139.00,2015-12-30T00:00:00.000Z,88.00,Month 3,-85.00,-24.00,857.00,Higher,NaN,NaN,Sunny,05:54,17:36,Moderate,-87.00,-12.00,NaN,1208.00,Celsius,America/Port_of_Spain
200,NaN,1141.00,2015-12-31T00:00:00.000Z,88.00,Month 3,-85.00,-24.00,855.00,Higher,NaN,NaN,Sunny,05:54,17:36,Moderate,-88.00,-12.00,NaN,1209.00,Celsius,America/Port_of_Spain
200,NaN,1140.00,2016-01-01T00:00:00.000Z,88.00,Month 3,-85.00,-23.00,854.00,Higher,NaN,NaN,Sunny,05:54,17:36,Moderate,-84.00,-12.00,NaN,1210.00,Celsius,America/Port_of_Spain
200,NaN,1142.00,2016-01-02T00:00:00.000Z,89.00,Month 3,-83.00,-22.00,853.00,Higher,NaN,NaN,Sunny,05:53,17:36,Moderate,-86.00,-12.00,NaN,1211.00,Celsius,America/Port_of_Spain
200,NaN,1143.00,2016-01-03T00:00:00.000Z,89.00,Month 3,-86.00,-28.00,851.00,Higher,NaN,NaN,Sunny,05:53,17:36,Moderate,-86.00,-13.00,NaN,1212.00,Celsius,America/Port_of_Spain
200,NaN,1145.00,2016-01-04T00:00:00.000Z,90.00,Month 4,-84.00,-27.00,851.00,Higher,NaN,NaN,Sunny,05:53,17:36,Moderate,-87.00,-12.00,NaN,1213.00,Celsius,America/Port_of_Spain
200,NaN,1144.00,2016-01-05T00:00:00.000Z,90.00,Month 4,-85.00,-24.00,849.00,Higher,NaN,NaN,Sunny,05:53,17:35,Moderate,-86.00,-12.00,NaN,1214.00,Celsius,America/Port_of_Spain
200,NaN,1146.00,2016-01-06T00:00:00.000Z,91.00,Month 4,-85.00,-27.00,848.00,Higher,NaN,NaN,Sunny,05:53,17:35,High,-84.00,-3.00,NaN,1215.00,Celsius,America/Port_of_Spain
200,NaN,1147.00,2016-01-07T00:00:00.000Z,91.00,Month 4,-86.00,-28.00,847.00,Higher,NaN,NaN,Sunny,05:53,17:35,Moderate,-85.00,-6.00,NaN,1216.00,Celsius,America/Port_of_Spain
200,NaN,1148.00,2016-01-08T00:00:00.000Z,92.00,Month 4,-88.00,-27.00,846.00,Higher,NaN,NaN,Sunny,05:53,17:35,Moderate,-91.00,-3.00,NaN,1217.00,Celsius,America/Port_of_Spain
200,NaN,1149.00,2016-01-09T00:00:00.000Z,92.00,Month 4,-86.00,-32.00,845.00,Higher,NaN,NaN,Sunny,05:52,17:35,Moderate,-96.00,-6.00,NaN,1218.00,Celsius,America/Port_of_Spain
200,NaN,1150.00,2016-01-10T00:00:00.000Z,93.00,Month 4,-87.00,-27.00,844.00,Higher,NaN,NaN,Sunny,05:52,17:35,Moderate,-92.00,-4.00,NaN,1219.00,Celsius,America/Port_of_Spain
200,NaN,1151.00,2016-01-11T00:00:00.000Z,93.00,Month 4,-87.00,-28.00,842.00,Higher,NaN,NaN,Sunny,05:52,17:35,Moderate,-94.00,-3.00,NaN,1220.00,Celsius,America/Port_of_Spain
200,NaN,1152.00,2016-01-12T00:00:00.000Z,93.00,Month 4,-87.00,-28.00,841.00,Higher,NaN,NaN,Sunny,05:52,17:34,Moderate,-94.00,-1.00,NaN,1221.00,Celsius,America/Port_of_Spain
200,NaN,1153.00,2016-01-13T00:00:00.000Z,94.00,Month 4,-87.00,-28.00,840.00,Higher,NaN,NaN,Sunny,05:52,17:34,Moderate,-94.00,0.00,NaN,1222.00,Celsius,America/Port_of_Spain
200,NaN,1155.00,2016-01-14T00:00:00.000Z,94.00,Month 4,-88.00,-26.00,839.00,Higher,NaN,NaN,Sunny,05:52,17:34,Moderate,-98.00,0.00,NaN,1223.00,Celsius,America/Port_of_Spain
200,NaN,1154.00,2016-01-15T00:00:00.000Z,95.00,Month 4,-88.00,-29.00,837.00,Higher,NaN,NaN,Sunny,05:52,17:34,Moderate,-98.00,1.00,NaN,1224.00,Celsius,America/Port_of_Spain
200,NaN,1156.00,2016-01-16T00:00:00.000Z,95.00,Month 4,-87.00,-28.00,836.00,Higher,NaN,NaN,Sunny,05:51,17:34,Moderate,-98.00,-1.00,NaN,1225.00,Celsius,America/Port_of_Spain
200,NaN,1157.00,2016-01-17T00:00:00.000Z,96.00,Month 4,-87.00,-24.00,835.00,Higher,NaN,NaN,Sunny,05:51,17:34,Moderate,-97.00,1.00,NaN,1226.00,Celsius,America/Port_of_Spain
200,NaN,1158.00,2016-01-18T00:00:00.000Z,96.00,Month 4,-88.00,-26.00,833.00,Higher,NaN,NaN,Sunny,05:51,17:34,Moderate,-97.00,2.00,NaN,1227.00,Celsius,America/Port_of_Spain
200,NaN,1159.00,2016-01-19T00:00:00.000Z,97.00,Month 4,-88.00,-28.00,832.00,Higher,NaN,NaN,Sunny,05:51,17:34,Moderate,-93.00,1.00,NaN,1228.00,Celsius,America/Port_of_Spain
200,NaN,1160.00,2016-01-20T00:00:00.000Z,97.00,Month 4,-88.00,-26.00,831.00,Higher,NaN,NaN,Sunny,05:51,17:33,Moderate,-98.00,1.00,NaN,1229.00,Celsius,America/Port_of_Spain
200,NaN,1161.00,2016-01-21T00:00:00.000Z,98.00,Month 4,-88.00,-26.00,830.00,Higher,NaN,NaN,Sunny,05:51,17:33,Moderate,-98.00,0.00,NaN,1230.00,Celsius,America/Port_of_Spain
200,NaN,1162.00,2016-01-22T00:00:00.000Z,98.00,Month 4,-88.00,-26.00,828.00,Higher,NaN,NaN,Sunny,05:51,17:33,Moderate,-98.00,1.00,NaN,1231.00,Celsius,America/Port_of_Spain
200,NaN,1163.00,2016-01-23T00:00:00.000Z,99.00,Month 4,-88.00,-28.00,827.00,Higher,NaN,NaN,Sunny,05:50,17:33,Moderate,-98.00,1.00,NaN,1232.00,Celsius,America/Port_of_Spain
200,NaN,1164.00,2016-01-24T00:00:00.000Z,99.00,Month 4,-88.00,-27.00,826.00,Higher,NaN,NaN,Sunny,05:50,17:33,Moderate,-97.00,1.00,NaN,1233.00,Celsius,America/Port_of_Spain
200,NaN,1166.00,2016-01-26T00:00:00.000Z,99.00,Month 4,-88.00,-26.00,824.00,Higher,NaN,NaN,Sunny,05:50,17:33,Moderate,-94.00,2.00,NaN,1234.00,Celsius,America/Port_of_Spain
200,NaN,1165.00,2016-01-27T00:00:00.000Z,100.00,Month 4,-88.00,-28.00,824.00,Higher,NaN,NaN,Sunny,05:50,17:33,Moderate,-97.00,-1.00,NaN,1235.00,Celsius,America/Port_of_Spain
200,NaN,1170.00,2016-01-28T00:00:00.000Z,100.00,Month 4,-87.00,-26.00,822.00,Higher,NaN,NaN,Sunny,05:50,17:33,Moderate,-97.00,1.00,NaN,1236.00,Celsius,America/Port_of_Spain
200,NaN,1169.00,2016-01-29T00:00:00.000Z,101.00,Month 4,-88.00,-29.00,820.00,Higher,NaN,NaN,Sunny,05:50,17:32,Moderate,-99.00,0.00,NaN,1237.00,Celsius,America/Port_of_Spain
200,NaN,1167.00,2016-01-30T00:00:00.000Z,101.00,Month 4,-87.00,-26.00,819.00,Higher,NaN,NaN,Sunny,05:49,17:32,Moderate,-95.00,2.00,NaN,1238.00,Celsius,America/Port_of_Spain
200,NaN,1168.00,2016-01-31T00:00:00.000Z,102.00,Month 4,-89.00,-26.00,818.00,Higher,NaN,NaN,Sunny,05:49,17:32,Moderate,-95.00,2.00,NaN,1239.00,Celsius,America/Port_of_Spain
200,NaN,1171.00,2016-02-01T00:00:00.000Z,102.00,Month 4,-87.00,-24.00,816.00,Higher,NaN,NaN,Sunny,05:49,17:32,Moderate,-94.00,3.00,NaN,1240.00,Celsius,America/Port_of_Spain
200,NaN,1172.00,2016-02-02T00:00:00.000Z,103.00,Month 4,-87.00,-28.00,816.00,Higher,NaN,NaN,Sunny,05:49,17:32,Moderate,-100.00,1.00,NaN,1241.00,Celsius,America/Port_of_Spain
200,NaN,1173.00,2016-02-03T00:00:00.000Z,103.00,Month 4,-87.00,-26.00,815.00,Higher,NaN,NaN,Sunny,05:49,17:32,Moderate,-98.00,2.00,NaN,1242.00,Celsius,America/Port_of_Spain
200,NaN,1174.00,2016-02-04T00:00:00.000Z,104.00,Month 4,-86.00,-26.00,814.00,Higher,NaN,NaN,Sunny,05:49,17:32,Moderate,-99.00,1.00,NaN,1243.00,Celsius,America/Port_of_Spain
200,NaN,1175.00,2016-02-05T00:00:00.000Z,104.00,Month 4,-85.00,-26.00,812.00,Higher,NaN,NaN,Sunny,05:49,17:32,Moderate,-92.00,0.00,NaN,1244.00,Celsius,America/Port_of_Spain
200,NaN,1176.00,2016-02-06T00:00:00.000Z,105.00,Month 4,-86.00,-26.00,811.00,Higher,NaN,NaN,Sunny,05:48,17:32,Moderate,-90.00,-4.00,NaN,1245.00,Celsius,America/Port_of_Spain
200,NaN,1178.00,2016-02-07T00:00:00.000Z,105.00,Month 4,-85.00,-25.00,810.00,Higher,NaN,NaN,Sunny,05:48,17:31,Moderate,-91.00,-3.00,NaN,1246.00,Celsius,America/Port_of_Spain
200,NaN,1177.00,2016-02-08T00:00:00.000Z,105.00,Month 4,-85.00,-25.00,809.00,Higher,NaN,NaN,Sunny,05:48,17:31,Moderate,-90.00,-3.00,NaN,1247.00,Celsius,America/Port_of_Spain
200,NaN,1179.00,2016-02-09T00:00:00.000Z,106.00,Month 4,-86.00,-23.00,807.00,Higher,NaN,NaN,Sunny,05:48,17:31,Moderate,-90.00,-4.00,NaN,1248.00,Celsius,America/Port_of_Spain
200,NaN,1180.00,2016-02-10T00:00:00.000Z,106.00,Month 4,-85.00,-32.00,806.00,Higher,NaN,NaN,Sunny,05:48,17:31,Moderate,-86.00,-9.00,NaN,1249.00,Celsius,America/Port_of_Spain
200,NaN,1182.00,2016-02-11T00:00:00.000Z,107.00,Month 4,-85.00,-28.00,804.00,Higher,NaN,NaN,Sunny,05:48,17:31,Moderate,-88.00,-11.00,NaN,1250.00,Celsius,America/Port_of_Spain
200,NaN,1185.00,2016-02-12T00:00:00.000Z,107.00,Month 4,-85.00,-27.00,803.00,Higher,NaN,NaN,Sunny,05:47,17:31,Moderate,-88.00,-11.00,NaN,1251.00,Celsius,America/Port_of_Spain
200,NaN,1184.00,2016-02-13T00:00:00.000Z,108.00,Month 4,-85.00,-31.00,802.00,Higher,NaN,NaN,Sunny,05:47,17:31,Moderate,-86.00,-9.00,NaN,1252.00,Celsius,America/Port_of_Spain
200,NaN,1181.00,2016-02-14T00:00:00.000Z,108.00,Month 4,-85.00,-26.00,800.00,Higher,NaN,NaN,Sunny,05:47,17:31,Moderate,-89.00,-10.00,NaN,1253.00,Celsius,America/Port_of_Spain
200,NaN,1183.00,2016-02-15T00:00:00.000Z,109.00,Month 4,-84.00,-29.00,799.00,Higher,NaN,NaN,Sunny,05:47,17:31,Moderate,-88.00,-11.00,NaN,1254.00,Celsius,America/Port_of_Spain
200,NaN,1187.00,2016-02-16T00:00:00.000Z,109.00,Month 4,-84.00,-25.00,798.00,Higher,NaN,NaN,Sunny,05:47,17:30,Moderate,-89.00,-10.00,NaN,1255.00,Celsius,America/Port_of_Spain
200,NaN,1186.00,2016-02-17T00:00:00.000Z,110.00,Month 4,-84.00,-27.00,797.00,Higher,NaN,NaN,Sunny,05:47,17:30,Moderate,-85.00,-10.00,NaN,1256.00,Celsius,America/Port_of_Spain
200,NaN,1188.00,2016-02-18T00:00:00.000Z,110.00,Month 4,-84.00,-21.00,794.00,Higher,NaN,NaN,Sunny,05:47,17:30,Moderate,-88.00,-8.00,NaN,1257.00,Celsius,America/Port_of_Spain
200,NaN,1189.00,2016-02-19T00:00:00.000Z,111.00,Month 4,-83.00,-23.00,794.00,Higher,NaN,NaN,Sunny,05:46,17:30,Moderate,-85.00,-13.00,NaN,1258.00,Celsius,America/Port_of_Spain
200,NaN,1190.00,2016-02-20T00:00:00.000Z,111.00,Month 4,-84.00,-25.00,794.00,Higher,NaN,NaN,Sunny,05:46,17:30,Moderate,-88.00,-12.00,NaN,1259.00,Celsius,America/Port_of_Spain
200,NaN,1191.00,2016-02-21T00:00:00.000Z,112.00,Month 4,-83.00,-23.00,792.00,Higher,NaN,NaN,Sunny,05:46,17:30,Moderate,-87.00,-12.00,NaN,1260.00,Celsius,America/Port_of_Spain
200,NaN,1192.00,2016-02-22T00:00:00.000Z,112.00,Month 4,-81.00,-25.00,790.00,Higher,NaN,NaN,Sunny,05:46,17:30,Moderate,-85.00,-12.00,NaN,1261.00,Celsius,America/Port_of_Spain
200,NaN,1193.00,2016-02-23T00:00:00.000Z,112.00,Month 4,-81.00,-29.00,790.00,Higher,NaN,NaN,Sunny,05:46,17:30,Moderate,-86.00,-12.00,NaN,1262.00,Celsius,America/Port_of_Spain
200,NaN,1194.00,2016-02-24T00:00:00.000Z,113.00,Month 4,-84.00,-29.00,788.00,Higher,NaN,NaN,Sunny,05:46,17:30,Moderate,-84.00,-10.00,NaN,1263.00,Celsius,America/Port_of_Spain
200,NaN,1195.00,2016-02-25T00:00:00.000Z,113.00,Month 4,-84.00,-27.00,787.00,Higher,NaN,NaN,Sunny,05:45,17:30,Moderate,-83.00,-7.00,NaN,1264.00,Celsius,America/Port_of_Spain
200,NaN,1197.00,2016-02-26T00:00:00.000Z,114.00,Month 4,-81.00,-28.00,787.00,Higher,NaN,NaN,Sunny,05:45,17:29,Moderate,-86.00,-7.00,NaN,1265.00,Celsius,America/Port_of_Spain
200,NaN,1196.00,2016-02-27T00:00:00.000Z,114.00,Month 4,-82.00,-27.00,787.00,Higher,NaN,NaN,Sunny,05:45,17:29,Moderate,-87.00,-8.00,NaN,1266.00,Celsius,America/Port_of_Spain
200,NaN,1198.00,2016-02-28T00:00:00.000Z,115.00,Month 4,-83.00,-24.00,786.00,Higher,NaN,NaN,Sunny,05:45,17:29,Moderate,-86.00,-11.00,NaN,1267.00,Celsius,America/Port_of_Spain
200,NaN,1199.00,2016-02-29T00:00:00.000Z,115.00,Month 4,-83.00,-24.00,784.00,Higher,NaN,NaN,Sunny,05:45,17:29,Moderate,-84.00,-11.00,NaN,1268.00,Celsius,America/Port_of_Spain
200,NaN,1201.00,2016-03-01T00:00:00.000Z,116.00,Month 4,-83.00,-17.00,782.00,Higher,NaN,NaN,Sunny,05:44,17:29,Moderate,-83.00,-12.00,NaN,1269.00,Celsius,America/Port_of_Spain
200,NaN,1200.00,2016-03-03T00:00:00.000Z,116.00,Month 4,-82.00,-18.00,782.00,Higher,NaN,NaN,Sunny,05:44,17:29,Moderate,-82.00,-11.00,NaN,1270.00,Celsius,America/Port_of_Spain
200,NaN,1202.00,2016-03-04T00:00:00.000Z,117.00,Month 4,-84.00,-22.00,781.00,Higher,NaN,NaN,Sunny,05:44,17:29,Moderate,-83.00,-12.00,NaN,1271.00,Celsius,America/Port_of_Spain
200,NaN,1203.00,2016-03-05T00:00:00.000Z,117.00,Month 4,-81.00,-23.00,780.00,Higher,NaN,NaN,Sunny,05:44,17:29,Moderate,-84.00,-12.00,NaN,1272.00,Celsius,America/Port_of_Spain
200,NaN,1204.00,2016-03-06T00:00:00.000Z,118.00,Month 4,-79.00,-19.00,778.00,Higher,NaN,NaN,Sunny,05:44,17:29,Moderate,-83.00,-12.00,NaN,1273.00,Celsius,America/Port_of_Spain
200,NaN,1205.00,2016-03-07T00:00:00.000Z,118.00,Month 4,-82.00,-17.00,777.00,Higher,NaN,NaN,Sunny,05:44,17:29,Moderate,-82.00,-2.00,NaN,1274.00,Celsius,America/Port_of_Spain
200,NaN,1206.00,2016-03-08T00:00:00.000Z,119.00,Month 4,-82.00,-17.00,775.00,Higher,NaN,NaN,Sunny,05:43,17:28,Moderate,-84.00,-3.00,NaN,1275.00,Celsius,America/Port_of_Spain
200,NaN,1207.00,2016-03-09T00:00:00.000Z,119.00,Month 4,-83.00,-20.00,774.00,Higher,NaN,NaN,Sunny,05:43,17:28,Moderate,-83.00,-3.00,NaN,1276.00,Celsius,America/Port_of_Spain
200,NaN,1208.00,2016-03-10T00:00:00.000Z,120.00,Month 5,-84.00,-28.00,774.00,Higher,NaN,NaN,Sunny,05:43,17:28,High,-87.00,-5.00,NaN,1277.00,Celsius,America/Port_of_Spain
200,NaN,1210.00,2016-03-11T00:00:00.000Z,120.00,Month 5,-83.00,-29.00,773.00,Higher,NaN,NaN,Sunny,05:43,17:28,High,-89.00,-4.00,NaN,1278.00,Celsius,America/Port_of_Spain
200,NaN,1209.00,2016-03-12T00:00:00.000Z,121.00,Month 5,-83.00,-29.00,772.00,Higher,NaN,NaN,Sunny,05:43,17:28,High,-89.00,-7.00,NaN,1279.00,Celsius,America/Port_of_Spain
200,NaN,1211.00,2016-03-13T00:00:00.000Z,121.00,Month 5,-84.00,-23.00,771.00,Higher,NaN,NaN,Sunny,05:43,17:28,High,-87.00,-7.00,NaN,1280.00,Celsius,America/Port_of_Spain
200,NaN,1212.00,2016-03-14T00:00:00.000Z,122.00,Month 5,-83.00,-22.00,769.00,Higher,NaN,NaN,Sunny,05:42,17:28,High,-86.00,-5.00,NaN,1281.00,Celsius,America/Port_of_Spain
200,NaN,1213.00,2016-03-15T00:00:00.000Z,122.00,Month 5,-81.00,-16.00,768.00,Higher,NaN,NaN,Sunny,05:42,17:28,Moderate,-84.00,-6.00,NaN,1282.00,Celsius,America/Port_of_Spain
200,NaN,1214.00,2016-03-16T00:00:00.000Z,123.00,Month 5,-82.00,-20.00,767.00,Higher,NaN,NaN,Sunny,05:42,17:28,High,-81.00,-8.00,NaN,1283.00,Celsius,America/Port_of_Spain
200,NaN,1216.00,2016-03-17T00:00:00.000Z,123.00,Month 5,-80.00,-21.00,767.00,Higher,NaN,NaN,Sunny,05:42,17:28,Moderate,-76.00,-11.00,NaN,1284.00,Celsius,America/Port_of_Spain
200,NaN,1217.00,2016-03-18T00:00:00.000Z,123.00,Month 5,-80.00,-13.00,766.00,Higher,NaN,NaN,Sunny,05:42,17:27,Moderate,-81.00,-10.00,NaN,1285.00,Celsius,America/Port_of_Spain
200,NaN,1215.00,2016-03-19T00:00:00.000Z,124.00,Month 5,-80.00,-19.00,765.00,Higher,NaN,NaN,Sunny,05:41,17:27,Moderate,-80.00,-11.00,NaN,1286.00,Celsius,America/Port_of_Spain
200,NaN,1218.00,2016-03-20T00:00:00.000Z,124.00,Month 5,-80.00,-18.00,764.00,Higher,NaN,NaN,Sunny,05:41,17:27,Moderate,-78.00,-11.00,NaN,1287.00,Celsius,America/Port_of_Spain
200,NaN,1219.00,2016-03-21T00:00:00.000Z,125.00,Month 5,-80.00,-16.00,763.00,Higher,NaN,NaN,Sunny,05:41,17:27,Moderate,-80.00,-10.00,NaN,1288.00,Celsius,America/Port_of_Spain
404,Sol not found,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
404,Sol not found,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
200,NaN,1220.00,2016-03-24T00:00:00.000Z,126.00,Month 5,-80.00,-21.00,760.00,Higher,NaN,NaN,Sunny,05:40,17:27,High,-81.00,-10.00,NaN,1291.00,Celsius,America/Port_of_Spain
200,NaN,1222.00,2016-03-25T00:00:00.000Z,127.00,Month 5,-81.00,-22.00,760.00,Higher,NaN,NaN,Sunny,05:40,17:27,High,-79.00,-12.00,NaN,1292.00,Celsius,America/Port_of_Spain
200,NaN,1221.00,2016-03-26T00:00:00.000Z,127.00,Month 5,-81.00,-21.00,758.00,Lower,NaN,NaN,Sunny,05:40,17:27,Moderate,-77.00,-12.00,NaN,1293.00,Celsius,America/Port_of_Spain
200,NaN,1223.00,2016-03-27T00:00:00.000Z,128.00,Month 5,-79.00,-16.00,758.00,Lower,NaN,NaN,Sunny,05:40,17:27,Moderate,-77.00,-7.00,NaN,1294.00,Celsius,America/Port_of_Spain
200,NaN,1224.00,2016-03-28T00:00:00.000Z,128.00,Month 5,-79.00,-20.00,757.00,Lower,NaN,NaN,Sunny,05:40,17:26,Moderate,-81.00,-9.00,NaN,1295.00,Celsius,America/Port_of_Spain
200,NaN,1226.00,2016-03-29T00:00:00.000Z,129.00,Month 5,-79.00,-25.00,756.00,Lower,NaN,NaN,Sunny,05:39,17:26,Moderate,-80.00,-7.00,NaN,1296.00,Celsius,America/Port_of_Spain
200,NaN,1225.00,2016-03-30T00:00:00.000Z,129.00,Month 5,-80.00,-24.00,755.00,Lower,NaN,NaN,Sunny,05:39,17:26,Moderate,-86.00,-9.00,NaN,1297.00,Celsius,America/Port_of_Spain
200,NaN,1229.00,2016-03-31T00:00:00.000Z,130.00,Month 5,-79.00,-17.00,755.00,Lower,NaN,NaN,Sunny,05:39,17:26,Moderate,-84.00,-9.00,NaN,1298.00,Celsius,America/Port_of_Spain
200,NaN,1228.00,2016-04-01T00:00:00.000Z,130.00,Month 5,-80.00,-19.00,753.00,Lower,NaN,NaN,Sunny,05:39,17:26,Moderate,-78.00,-13.00,NaN,1299.00,Celsius,America/Port_of_Spain
200,NaN,1227.00,2016-04-02T00:00:00.000Z,131.00,Month 5,-79.00,-16.00,752.00,Lower,NaN,NaN,Sunny,05:39,17:26,Moderate,-77.00,-13.00,NaN,1300.00,Celsius,America/Port_of_Spain
200,NaN,1230.00,2016-04-03T00:00:00.000Z,131.00,Month 5,-78.00,-20.00,752.00,Lower,NaN,NaN,Sunny,05:38,17:26,Moderate,-78.00,-10.00,NaN,1301.00,Celsius,America/Port_of_Spain
200,NaN,1231.00,2016-04-04T00:00:00.000Z,132.00,Month 5,-80.00,-24.00,751.00,Lower,NaN,NaN,Sunny,05:38,17:26,Moderate,-78.00,-11.00,NaN,1302.00,Celsius,America/Port_of_Spain
200,NaN,1232.00,2016-04-05T00:00:00.000Z,132.00,Month 5,-78.00,-26.00,751.00,Lower,NaN,NaN,Sunny,05:38,17:26,High,-79.00,-11.00,NaN,1303.00,Celsius,America/Port_of_Spain
200,NaN,1233.00,2016-04-06T00:00:00.000Z,133.00,Month 5,-80.00,-22.00,750.00,Lower,NaN,NaN,Sunny,05:38,17:26,Moderate,-78.00,-9.00,NaN,1304.00,Celsius,America/Port_of_Spain
200,NaN,1235.00,2016-04-07T00:00:00.000Z,133.00,Month 5,-80.00,-21.00,749.00,Lower,NaN,NaN,Sunny,05:38,17:25,High,-77.00,-9.00,NaN,1305.00,Celsius,America/Port_of_Spain
200,NaN,1234.00,2016-04-08T00:00:00.000Z,134.00,Month 5,-79.00,-23.00,748.00,Lower,NaN,NaN,Sunny,05:37,17:25,High,-77.00,-7.00,NaN,1306.00,Celsius,America/Port_of_Spain
200,NaN,1236.00,2016-04-10T00:00:00.000Z,134.00,Month 5,-80.00,-27.00,748.00,Lower,NaN,NaN,Sunny,05:37,17:25,High,-77.00,-9.00,NaN,1307.00,Celsius,America/Port_of_Spain
200,NaN,1237.00,2016-04-11T00:00:00.000Z,135.00,Month 5,-81.00,-23.00,748.00,Lower,NaN,NaN,Sunny,05:37,17:25,High,-76.00,-9.00,NaN,1308.00,Celsius,America/Port_of_Spain
